BANK_ID,AGE,MARITAL_STATUS,GENDER,EDUCATION,STATE,OCCUPATION,OCC_DESC
27982,25,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27992,25,Single,Male,,Negeri Sembilan Darul Khusus,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28134,25,Single,Male,,Melaka,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
28226,25,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,"Clerical Support Workers, Customer Services/Client Information Workers - Receptionists",OTHERS
28255,25,Single,Male,,Kelantan Darul Naim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28405,24,Single,Female,,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
28501,24,Single,Female,,Kedah Darul Aman,Outside Labour Force - Student,STUDENT
28907,23,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,Protective Services Workers - Police Officers (Constables/Patrolman/Traffic Warden),OTHERS
28914,23,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
10301,54,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
10725,51,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
10729,51,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
10737,51,Married,Male,Secondary,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10974,50,Married,Male,College/ University,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11182,49,Married,Female,,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11608,47,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
11775,47,Single,Female,Secondary,Pulau Pinang,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11872,46,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
11933,46,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
11989,46,Single,Male,No Formal Education / Unknown,Sarawak,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
12209,45,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
12484,44,Married,Male,Secondary,Kedah Darul Aman,"Associate Professionals, Regulatory Government - Others (Fireman/Prison/Maritime Asst. Superintenden",OTHERS
12745,44,Married,Male,,Kelantan Darul Naim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
12750,44,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12777,44,Married,Male,Masters,Selangor Darul Ehsan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
12788,44,Married,Female,Secondary,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
13094,43,Single,Female,,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Nursing/Midwifery",GOVT SERVANT
13342,42,Single,Female,No Formal Education / Unknown,Pahang Darul Makmur,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
13674,42,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
13895,41,Married,Male,,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
13980,41,Married,Male,Secondary,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
13994,41,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
14303,40,Married,Male,Secondary,WP - Putrajaya,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
14396,40,Married,Male,College/ University,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
14442,40,Married,Male,Secondary,Sabah,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
14573,40,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
14668,40,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
14765,39,Single,Female,College/ University,Sabah,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
14827,39,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
14856,39,Married,Male,No Formal Education / Unknown,Pulau Pinang,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
14992,39,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
15069,39,Single,Male,College/ University,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
15452,38,Married,Female,,Selangor Darul Ehsan,"Professionals, Business/Administration/Finance - Accountants/Auditor/Tax Colsultant/Liquidator/Chart",OTHERS
15683,38,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
15724,38,Single,Male,Secondary,Sarawak,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
15803,38,Married,Male,Bachelor,Perak Darul Ridzuan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
15846,37,Married,Male,,Selangor Darul Ehsan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
16223,37,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
16657,36,Married,Male,Bachelor,Sarawak,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
16671,36,Single,Male,No Formal Education / Unknown,Melaka,Sales Workers - Stall/Market/Kiosk Salesperson/promoter/Florist/,NON-EXECUTIVE
16677,36,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,Outside Labour Force - Student,STUDENT
16990,36,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
17065,36,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
17351,35,Single,Female,No Formal Education / Unknown,Sabah,"Associate Professionals, Administrative/Specialized - Others",OTHERS
17353,35,Single,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
17457,35,Married,Male,No Formal Education / Unknown,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
17565,35,Single,Male,Secondary,Terengganu Darul Iman,Elementary - Cleaners/Helpers/Laundress/Housekeeper/Chambermaid/Porter/Hotel Bellman/Washer/Tea Lady,NON-EXECUTIVE
17861,35,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
17924,34,Single,Male,,Sabah,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
18048,34,Married,Female,No Formal Education / Unknown,WP - Kuala Lumpur,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
18093,34,Single,Female,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
18135,34,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,Outside Labour Force - Student,STUDENT
18414,34,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18452,34,Married,Male,Bachelor,WP - Kuala Lumpur,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
18646,33,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18945,33,Single,Female,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
19042,33,Married,Male,No Formal Education / Unknown,Perak Darul Ridzuan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
19102,33,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
19211,33,Married,Male,,Melaka,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
19403,33,Single,Female,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
19450,33,Married,Male,Secondary,Negeri Sembilan Darul Khusus,"Craft,Metal/Machinery/Mechanics & Repairers/Related Trades Workers - Others",OTHERS
19839,32,Single,Male,No Formal Education / Unknown,Perlis Indra Kayangan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
19992,32,Single,Male,College/ University,Sabah,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
20033,32,Single,Male,College/ University,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
20282,32,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
20389,32,Single,Male,Secondary,Selangor Darul Ehsan,"Service and Sales Workers, Personal Services - Waiters/Waitress/Bartenders/Dang Pawara/Food & Bevera",OTHERS
20902,31,Single,Female,No Formal Education / Unknown,Kelantan Darul Naim,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
21023,31,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
21149,31,Married,Female,College/ University,Sabah,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
21233,31,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
21639,30,Married,Male,,Pahang Darul Makmur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
21770,30,Single,Female,Secondary,Pulau Pinang,Outside Labour Force - Student,STUDENT
21901,30,Single,Male,College/ University,Selangor Darul Ehsan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
21931,30,Married,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
21981,30,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
22140,30,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
22163,30,Married,Female,College/ University,Perak Darul Ridzuan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
22246,30,Single,Female,College/ University,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
22340,30,Married,Male,Secondary,Perlis Indra Kayangan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
22427,30,Single,Female,No Formal Education / Unknown,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
22630,30,Single,Female,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
23001,29,Single,Female,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
23161,29,Single,Female,,Melaka,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
23201,29,Married,Male,Secondary,WP - Kuala Lumpur,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
23649,29,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
23669,29,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,Outside Labour Force - Student,STUDENT
23845,29,Single,Female,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
23926,28,Single,Male,No Formal Education / Unknown,Sabah,Outside Labour Force - Student,STUDENT
24207,28,Single,Male,Masters,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Process Control/",OTHERS
24248,28,Married,Male,,Selangor Darul Ehsan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
24264,28,Single,Male,Secondary,Perak Darul Ridzuan,"Service and Sales Workers, Personal Services - Waiters/Waitress/Bartenders/Dang Pawara/Food & Bevera",OTHERS
24612,28,Single,Male,,Sabah,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
24856,28,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
24938,28,Single,Female,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
24992,28,Single,Male,No Formal Education / Unknown,Pahang Darul Makmur,Outside Labour Force - Student,STUDENT
24999,28,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
25158,27,Married,Female,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
25187,27,Single,Male,Bachelor,Melaka,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
25278,27,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
25456,27,Single,Male,,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
25532,27,Married,Male,Professional,Selangor Darul Ehsan,"Professionals, Passenger/Cargo Aircraft - Air Pilot/Controller/Flight Navigator/Instructor/Engineer/",OTHERS
25599,27,Married,Male,College/ University,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
25895,27,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
26185,27,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
26393,26,Single,Male,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
26597,26,Single,Male,Secondary,Terengganu Darul Iman,Outside Labour Force - Student,STUDENT
26610,26,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
26624,26,Single,Female,Secondary,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Process Control/",OTHERS
26691,26,Single,Male,Secondary,Pahang Darul Makmur,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Others",OTHERS
26848,26,Single,Female,College/ University,Selangor Darul Ehsan,"Professionals, Business/Administration/Finance - Financial/Investment Analysts/Executive",OTHERS
27194,26,Single,Male,,Pahang Darul Makmur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
27296,26,Single,Female,Bachelor,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27565,25,Single,Male,College/ University,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
27693,25,Single,Male,,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
27837,25,Single,Female,,Perak Darul Ridzuan,Outside Labour Force - Student,STUDENT
27890,25,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
28002,25,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
28019,25,Single,Female,,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
28381,24,Single,Female,,Perak Darul Ridzuan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
28772,24,Single,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
28859,23,Single,Male,,Johor Darul Takzim,"Craft,Metal/Machinery/Sheet/Structural Metal/Moulders/Welders/Related Trades Workers - Welders/Flame",OTHERS
29030,23,Single,Male,,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
29064,23,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
29185,22,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
29277,22,Single,Male,,Negeri Sembilan Darul Khusus,"Associate Professionals, Culinary - Chefs/Other Related",OTHERS
10083,56,Married,Male,Professional,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
10136,55,Married,Female,,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
10209,55,Married,Male,,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10271,54,Married,Male,Secondary,Selangor Darul Ehsan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
10678,51,Single,Male,Secondary,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10762,51,Married,Male,,Negeri Sembilan Darul Khusus,"Professionals, Passenger/Cargo Aircraft - Air Pilot/Controller/Flight Navigator/Instructor/Engineer/",OTHERS
10933,50,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11003,50,Married,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
11677,47,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Army -Recruit/Private to General/Field Marshal, Navy - Ordinary-COD/Seaman/Recruit to Admiral of Fle",GOVT SERVANT
11800,47,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11835,46,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
11849,46,Married,Male,,Selangor Darul Ehsan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
11859,46,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
12160,45,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
12161,45,Married,Male,No Formal Education / Unknown,Perak Darul Ridzuan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12182,45,Single,Female,College/ University,Selangor Darul Ehsan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
12323,45,Single,Male,,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
12412,45,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
12681,44,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
12797,44,Single,Female,,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
13050,43,Married,Male,No Formal Education / Unknown,Pulau Pinang,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
13531,42,Single,Male,No Formal Education / Unknown,Melaka,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
13687,42,Single,Male,College/ University,Perak Darul Ridzuan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
13925,41,Married,Male,,Pahang Darul Makmur,"Associate Professionals, Culinary - Chefs/Other Related",OTHERS
13962,41,Single,Male,College/ University,Melaka,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
14085,41,Married,Male,Secondary,WP - Kuala Lumpur,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
14136,41,Married,Male,Bachelor,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
14202,41,Married,Male,,Sabah,Service and Sales Workers - Other Personal Services/Astrologer/Palmist/Fortune-teller/Valet/Undertak,OTHERS
14439,40,Single,Female,Secondary,Sarawak,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
14793,39,Married,Female,Bachelor,Sabah,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
15119,39,Married,Female,Secondary,Johor Darul Takzim,"Elementary, Others - Garbage/Soil Carrier/Scrap Handler/Sweeper/Messenger/Courier/Postman/Office Boy",NON-EXECUTIVE
15255,39,Married,Male,Bachelor,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
15457,38,Married,Female,,Johor Darul Takzim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
15558,38,Married,Female,Bachelor,Selangor Darul Ehsan,"Associate Professionals, Business/Admin, Financial/Mathematical - Accounting Officer/Executive",PROFESSIONAL
15772,38,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
15902,37,Single,Female,Bachelor,WP - Kuala Lumpur,"Associate Professionals, Business/Admin, Sale/Purchase Agents/Brokers - Business Services",SELF EMPLOYED
15958,37,Married,Female,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
15995,37,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
16110,37,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Elementary, Others - Garbage/Soil Carrier/Scrap Handler/Sweeper/Messenger/Courier/Postman/Office Boy",NON-EXECUTIVE
16251,37,Married,Male,Secondary,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
16374,37,Single,Female,,Perak Darul Ridzuan,"Professionals, Health - Others/Veterinarians/Paramedical/Physiotherapist/Therapist/Chiropractor/Diet",OTHERS
16445,37,Married,Female,,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
16562,36,Married,Male,,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
16783,36,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
